t,X,Y,Z
6.359000000000000341e+01,-1.252502890691403437e+01,-1.449065610425141815e+00,4.135211430506491581e+01
6.360000000000000142e+01,-1.139399672109870210e+01,9.694731011100254925e-02,4.034201559133244075e+01
6.360999999999999943e+01,-1.023700929545210592e+01,1.364646587457531979e+00,3.920094517530007039e+01
6.362000000000000455e+01,-9.082326596107968442e+00,2.370639155576578894e+00,3.799020932293041142e+01
6.363000000000000256e+01,-7.953375021434129444e+00,3.142256679271389519e+00,3.675803012289212290e+01
6.364000000000000057e+01,-6.868448242081594657e+00,3.712315285086056793e+00,3.553965384085471868e+01
6.364999999999999858e+01,-5.840880045807504750e+00,4.115058998338601448e+00,3.435882822043161156e+01
6.366000000000000369e+01,-4.879524787500268523e+00,4.383375830723553079e+00,3.322993448234200997e+01
6.367000000000000171e+01,-3.989401102023234724e+00,4.547134262245783987e+00,3.216024809975682786e+01
6.367999999999999972e+01,-3.172388689879874768e+00,4.632384520854011534e+00,3.115200606643517389e+01
6.369000000000000483e+01,-2.427903828970363609e+00,4.661159178860400765e+00,3.020412580971352767e+01
6.370000000000000284e+01,-1.753509956073735054e+00,4.651646743138714513e+00,2.931353593141046687e+01
6.371000000000000085e+01,-1.145442696397686477e+00,4.618567782344742412e+00,2.847614586303990336e+01
6.371999999999999886e+01,-5.990442390350533275e-01,4.573637027096932428e+00,2.768751263117399830e+01
6.373000000000000398e+01,-1.091113265308206737e-01,4.526038604373983532e+00,2.694327118260366305e+01
6.374000000000000199e+01,3.298339765150620218e-01,4.482873346380566559e+00,2.623939042090351137e+01
6.375000000000000000e+01,7.233396360216820531e-01,4.449558318543187063e+00,2.557230724754674611e+01
6.375999999999999801e+01,1.076873876364577320e+00,4.430171791543836335e+00,2.493897965241306025e+01
6.377000000000000313e+01,1.395719857868197522e+00,4.427744282482568572e+00,2.433688942649138554e+01
6.378000000000000114e+01,1.684905632313858703e+00,4.444500005555649835e+00,2.376401628170657077e+01
6.378999999999999915e+01,1.949161575931530832e+00,4.482054556933552369e+00,2.321879825991436874e+01
6.380000000000000426e+01,2.192898814295237475e+00,4.541574889048308528e+00,2.270008814711412626e+01
6.381000000000000227e+01,2.420203330582313850e+00,4.623907220139801488e+00,2.220711189353373172e+01
6.382000000000000028e+01,2.634841459112944317e+00,4.729677836796257751e+00,2.173943246337985258e+01
6.382999999999999829e+01,2.840273309844079996e+00,4.859370977539333225e+00,2.129692081469351805e+01
6.384000000000000341e+01,3.039671359960691710e+00,5.013387231530335164e+00,2.087973460147216898e+01
6.385000000000000142e+01,3.235942004247680082e+00,5.192085188451984301e+00,2.048830450769266776e+01
6.385999999999999943e+01,3.431748295361392032e+00,5.395808443766325624e+00,2.012332772069744280e+01
6.387000000000000455e+01,3.629532445687345454e+00,5.624899494217086904e+00,1.978576782019018410e+01
6.388000000000000256e+01,3.831536919141877107e+00,5.879701543366015137e+00,1.947686021724212324e+01
6.389000000000000057e+01,4.039823126804994224e+00,6.160548768393903529e+00,1.919812216410837991e+01
6.389999999999999858e+01,4.256286865616349502e+00,6.467745173141245196e+00,1.895136622353947686e+01
6.391000000000000369e+01,4.482669714292601526e+00,6.801531769753239587e+00,1.873871589854675790e+01
6.392000000000000171e+01,4.720565634441151737e+00,7.162041501094586593e+00,1.856262184950730898e+01
6.392999999999999972e+01,4.971422027252295095e+00,7.549241056617339574e+00,1.842587673889365618e+01
6.394000000000000483e+01,5.236534478231522627e+00,7.962858576007178613e+00,1.833162622301400191e+01
6.395000000000000284e+01,5.517034397811433344e+00,8.402296223166509037e+00,1.828337293942732344e+01
6.396000000000000085e+01,5.813868751866535511e+00,8.866526811475166525e+00,1.828496951319097974e+01
6.396999999999999886e+01,6.127771096011805696e+00,9.353974153835029171e+00,1.834059563779290514e+01
6.398000000000000398e+01,6.459223210806968041e+00,9.862377702707675553e+00,1.845471321953197474e+01
6.399000000000000199e+01,6.808406819374924090e+00,1.038864345850781667e+01,1.863199249342741481e+01
6.400000000000000000e+01,7.175145200732596429e+00,1.092868518840555225e+01,1.887720107368321720e+01
6.401000000000000512e+01,7.558835044976000006e+00,1.147726282606937964e+01,1.919504732534910119e+01
6.401999999999999602e+01,7.958369687627199873e+00,1.202782857834855967e+01,1.958996957138708694e+01
6.403000000000000114e+01,8.372055962941722385e+00,1.257239570058501599e+01,2.006586392637691318e+01
6.404000000000000625e+01,8.797528364953343782e+00,1.310144988457206239e+01,2.062574651494076861e+01
6.404999999999999716e+01,9.231665997292973103e+00,1.360392821830221166e+01,2.127135106827960698e+01
6.406000000000000227e+01,9.670519859206372359e+00,1.406729483888802257e+01,2.200267089458263570e+01
6.407000000000000739e+01,1.010926018836382134e+01,1.447774439711611194e+01,2.281746521045404563e+01
6.407999999999999829e+01,1.054215556502464501e+01,1.482056258272543658e+01,2.371076347150287944e+01
6.409000000000000341e+01,1.096259683563175180e+01,1.508066533404737619e+01,2.467441645261928329e+01
6.409999999999999432e+01,1.136317906509977327e+01,1.524332332487522024e+01,2.569675706509512381e+01
6.410999999999999943e+01,1.173585303964983062e+01,1.529505515171457475e+01,2.676244371411529599e+01
6.412000000000000455e+01,1.207215374851909218e+01,1.522464235341967864e+01,2.785255997360603075e+01
6.412999999999999545e+01,1.236350647313407514e+01,1.502418550532664376e+01,2.894503207941967560e+01
6.414000000000000057e+01,1.260160180556030163e+01,1.469008944337388023e+01,3.001539729863802464e+01
6.415000000000000568e+01,1.277881999672526980e+01,1.422384561450788887e+01,3.103791196629561355e+01
6.415999999999999659e+01,1.288867414017698110e+01,1.363247930020010656e+01,3.198693293668932824e+01
6.417000000000000171e+01,1.292623303827913084e+01,1.292855508270553955e+01,3.283845037226634389e+01
6.418000000000000682e+01,1.288848049771567617e+01,1.212968581342601126e+01,3.357160649422318244e+01
6.418999999999999773e+01,1.277457004097243498e+01,1.125756135622434861e+01,3.417001718051882619e+01
6.420000000000000284e+01,1.258594317941472696e+01,1.033658942809347714e+01,3.462272934347741682e+01
6.421000000000000796e+01,1.232629445073687080e+01,9.392304399720137198e+00,3.492469657105748837e+01
6.421999999999999886e+01,1.200138483566158065e+01,8.449735373618400658e+00,3.507672879822773382e+01
6.423000000000000398e+01,1.161872346751172280e+01,7.531923869028501528e+00,3.508495206867991811e+01
6.423999999999999488e+01,1.118715227563999548e+01,6.658745644964538357e+00,3.495988336760136406e+01
6.425000000000000000e+01,1.071637684685595460e+01,5.846131299774973478e+00,3.471526882801026659e+01
6.426000000000000512e+01,1.021648837574329427e+01,5.105712017291560656e+00,3.436684522715823675e+01
6.426999999999999602e+01,9.697516747093880340e+00,4.444855603556193913e+00,3.393116729902671835e+01
6.428000000000000114e+01,9.169045401549940522e+00,3.867014567138745473e+00,3.342460616163994302e+01
6.429000000000000625e+01,8.639907067520232076e+00,3.372286674785859084e+00,3.286257879917143043e+01
6.429999999999999716e+01,8.117967960732661581e+00,2.958087404861015735e+00,3.225902556050898085e+01
6.431000000000000227e+01,7.609998332249420905e+00,2.619847445864250002e+00,3.162611903851980699e+01
6.432000000000000739e+01,7.121620191307435732e+00,2.351670009882712797e+00,3.097416637539129880e+01
6.432999999999999829e+01,6.657318833410903913e+00,2.146906171190908985e+00,3.031165751741300340e+01
6.434000000000000341e+01,6.220503145860309502e+00,1.998627445399018487e+00,2.964541168764063173e+01
6.434999999999999432e+01,5.813599946279714104e+00,1.899991165608154731e+00,2.898078009679636580e+01
6.435999999999999943e+01,5.438169167674213433e+00,1.844505321264687581e+00,2.832187163145409059e+01
6.437000000000000455e+01,5.095028935432525330e+00,1.826205913874707099e+00,2.767177762098306459e+01
6.437999999999999545e+01,4.784382021742197288e+00,1.839762584091629183e+00,2.703278030974528434e+01
6.439000000000000057e+01,4.505937495870525389e+00,1.880528419932845363e+00,2.640653660577815387e+01
6.440000000000000568e+01,4.259023433178991347e+00,1.944548477604706394e+00,2.579423383679096204e+01
6.440999999999999659e+01,4.042688222695432820e+00,2.028539412153665733e+00,2.519671774486897675e+01
6.442000000000000171e+01,3.855789313171648303e+00,2.129850257133693248e+00,2.461459508168617205e+01
6.443000000000000682e+01,3.697069192465512799e+00,2.246412133991783744e+00,2.404831426209373291e+01
6.443999999999999773e+01,3.565219056248245977e+00,2.376682680243794810e+00,2.349822791033938074e+01
6.445000000000000284e+01,3.458931046482913274e+00,2.519589323408815584e+00,2.296464105112433884e+01
6.446000000000000796e+01,3.376940182084980702e+00,2.674474194686903505e+00,2.244784835603876516e+01
6.446999999999999886e+01,3.318057210896934617e+00,2.841042438920509117e+00,2.194816339504016156e+01
6.448000000000000398e+01,3.281193622349496852e+00,3.019314888176670486e+00,2.146594235443166809e+01
6.448999999999999488e+01,3.265380004338860775e+00,3.209585475763863549e+00,2.100160422196789511e+01
6.450000000000000000e+01,3.269778828856478192e+00,3.412383329754454131e+00,2.055564903429723245e+01
6.451000000000000512e+01,3.293692625433990884e+00,3.628439160334009816e+00,2.012867544191367841e+01
6.451999999999999602e+01,3.336568361126829085e+00,3.858655310343710898e+00,1.972139857056243528e+01
6.453000000000000114e+01,3.397998698207450374e+00,4.104078646111414486e+00,1.933466893707192824e+01
6.454000000000000625e+01,3.477720650576780592e+00,4.365875304200103280e+00,1.896949299930564337e+01
6.454999999999999716e+01,3.575612009431204719e+00,4.645306161531587819e+00,1.862705576945904085e+01
6.456000000000000227e+01,3.691685758542256224e+00,4.943701747678842295e+00,1.830874578083090398e+01
6.457000000000000739e+01,3.826082549012464806e+00,5.262435158561125981e+00,1.801618255256320467e+01
6.457999999999999829e+01,3.979061151192348600e+00,5.602891353395562213e+00,1.775124652491540900e+01
6.459000000000000341e+01,4.150986645870343494e+00,5.966431018704968281e+00,1.751611121718794806e+01
6.459999999999999432e+01,4.342315956304923397e+00,6.354346966909362848e+00,1.731327706601796734e+01
6.460999999999999943e+01,4.553580156299921633e+00,6.767810812316871427e+00,1.714560600427688897e+01
6.462000000000000455e+01,4.785362817955962633e+00,7.207807454252630031e+00,1.701635530721390666e+01
6.462999999999999545e+01,5.038273489098086699e+00,7.675054730073461506e+00,1.692920852685061206e+01
6.464000000000000057e+01,5.312915221701464574e+00,8.169905534012029236e+00,1.688830042149556832e+01
6.465000000000000568e+01,5.609844921616750746e+00,8.692229811254122751e+00,1.689823163278522600e+01
6.465999999999999659e+01,5.929525177182821238e+00,9.241274243266452970e+00,1.696406744967670832e+01
6.467000000000000171e+01,6.272266181175282895e+00,9.815498291916151530e+00,1.709131333731427560e+01
6.468000000000000682e+01,6.638156431724544504e+00,1.041238675977519534e+01,1.728585805864511471e+01
6.468999999999999773e+01,7.026981144117725897e+00,1.102824138258122311e+01,1.755387331838080911e+01
6.470000000000000284e+01,7.438127804800515719e+00,1.165795744587143901e+01,1.790165717180196481e+01
6.471000000000000796e+01,7.870479145017828415e+00,1.229479623686418854e+01,1.833540738742747678e+01
6.471999999999999886e+01,8.322295106534131293e+00,1.293017043196652516e+01,1.886091115822966913e+01
6.473000000000000398e+01,8.791087210939156904e+00,1.355346719023507340e+01,1.948313986758271099e+01
6.473999999999999488e+01,9.273491187765021238e+00,1.415194230211520932e+01,2.020574306765654882e+01
6.475000000000000000e+01,9.765146748491268625e+00,1.471072717872078606e+01,2.103044551335658241e+01
6.476000000000000512e+01,1.026059686247308633e+01,1.521299693905878847e+01,2.195636589778541392e+01
6.476999999999999602e+01,1.075322244543944095e+01,1.564034968248566848e+01,2.297929608163821769e+01
6.478000000000000114e+01,1.123523140167673162e+01,1.597344083373908497e+01,2.409100405544910473e+01
6.479000000000000625e+01,1.169772257929137638e+01,1.619289867603278310e+01,2.527864964149402383e+01
6.479999999999999716e+01,1.213084429788080065e+01,1.628051523872172268e+01,2.652442365503857502e+01
6.481000000000000227e+01,1.252406254942532371e+01,1.622066051052206959e+01,2.780553127551577219e+01
6.482000000000000739e+01,1.286654491326428129e+01,1.600181173815283131e+01,2.909463006375128558e+01
6.482999999999999829e+01,1.314765256555336492e+01,1.561803305738526326e+01,3.036079524533118956e+01
6.484000000000000341e+01,1.335751559405253452e+01,1.507019864433521938e+01,3.157101749554240300e+01
6.484999999999999432e+01,1.348764867731857109e+01,1.436674180819097835e+01,3.269214801839231654e+01
6.485999999999999943e+01,1.353154882745975129e+01,1.352374639535345047e+01,3.369310881922189793e+01
6.487000000000000455e+01,1.348520858576178583e+01,1.256427898565067736e+01,3.454710711291115643e+01
6.487999999999999545e+01,1.334748029185982254e+01,1.151697939881017518e+01,3.523355718769176548e+01
6.489000000000000057e+01,1.312024118614264978e+01,1.041405738875129927e+01,3.573943772065788949e+01
6.490000000000000568e+01,1.280833350677285587e+01,9.288951852927723962e+00,3.605989788758907366e+01
6.490999999999999659e+01,1.241928383915879586e+01,8.173965869078001489e+00,3.619805296519204063e+01
6.492000000000000171e+01,1.196283546238078266e+01,7.098181544460547165e+00,3.616404718007162700e+01
6.493000000000000682e+01,1.145035016011689066e+01,6.085888323884821816e+00,3.597357367665556183e+01
6.493999999999999773e+01,1.089414775194692453e+01,5.155649726999528504e+00,3.564610375864886294e+01
6.495000000000000284e+01,1.030685131398005794e+01,4.320017181373534854e+00,3.520308219377542258e+01
6.496000000000000796e+01,9.700795516712275912e+00,3.585803311800675353e+00,3.466630156672464835e+01
6.496999999999999886e+01,9.087538497426111306e+00,2.954767333150857045e+00,3.405659642014688870e+01
6.498000000000000398e+01,8.477498560169431485e+00,2.424545364803243341e+00,3.339291948023489454e+01
6.498999999999999488e+01,7.879719468659284409e+00,1.989671305347117114e+00,3.269179513310507446e+01
6.500000000000000000e+01,7.301754537502100462e+00,1.642566887011803534e+00,3.196709897272505430e+01
6.501000000000000512e+01,6.749651048363419115e+00,1.374419980134890862e+00,3.123008838347940141e+01
6.501999999999999602e+01,6.228012468631411558e+00,1.175908475996704450e+00,3.048960410907758956e+01
6.503000000000000114e+01,5.740115581646469067e+00,1.037757609214760901e+00,2.975237054916536295e+01
6.504000000000000625e+01,5.288061749856900029e+00,9.511395370335526955e-01,2.902333701081736450e+01
6.504999999999999716e+01,4.872944994681713382e+00,9.079360244818959202e-01,2.830601849542312465e+01
6.506000000000000227e+01,4.495023498454201238e+00,9.008901070539386824e-01,2.760280969817197416e+01
6.507000000000000739e+01,4.153884911963835691e+00,9.236728478933138309e-01,2.691525816097283297e+01
6.507999999999999829e+01,3.848599144077970102e+00,9.708887604762778123e-01,2.624429150605186223e+01
6.509000000000000341e+01,3.577854975100295487e+00,1.038039634793168409e+00,2.559039962836973459e+01
6.509999999999999432e+01,3.340078862235517310e+00,1.121462383730452039e+00,2.495377620668968532e+01
6.510999999999999943e+01,3.133535757886453776e+00,1.218252693358396366e+00,2.433442555363922111e+01
6.512000000000000455e+01,2.956412736707870526e+00,1.326182987786043821e+00,2.373224125762484249e+01
6.512999999999999545e+01,2.806886828956803637e+00,1.443620582670896324e+00,2.314706275292605753e+01
6.514000000000000057e+01,2.683178780839871713e+00,1.569449868257309477e+00,2.257871524176583478e+01
6.515000000000000568e+01,2.583594587353628125e+00,1.703000848874596240e+00,2.202703752395702708e+01
6.515999999999999659e+01,2.506556633069046303e+00,1.843985272013707100e+00,2.149190141632715623e+01
6.517000000000000171e+01,2.450626179575614128e+00,1.992440811630846964e+00,2.097322565007371153e+01
6.518000000000000682e+01,2.414518790010273364e+00,2.148683245395656360e+00,2.047098645898524438e+01
6.518999999999999773e+01,2.397114105997566913e+00,2.313266217732355745e+00,1.998522652588739135e+01
6.520000000000000284e+01,2.397461207195989541e+00,2.486947957626894912e+00,1.951606353279531803e+01
6.521000000000000796e+01,2.414780599313442355e+00,2.670664182358324368e+00,1.906369924752737788e+01
6.521999999999999886e+01,2.448463699404501259e+00,2.865506335169335284e+00,1.862842985800712725e+01
6.523000000000000398e+01,2.498070520831210395e+00,3.072704253181139933e+00,1.821065811684108837e+01
6.523999999999999488e+01,2.563326105528791032e+00,3.293612323491770244e+00,1.781090776588259672e+01
6.525000000000000000e+01,2.644116107599634002e+00,3.529698145851425828e+00,1.742984065797001847e+01
6.526000000000000512e+01,2.740481797989511303e+00,3.782532667428017081e+00,1.706827696703927799e+01
6.526999999999999602e+01,2.852614632395534144e+00,4.053780678301168727e+00,1.672721886555167714e+01
6.528000000000000114e+01,2.980850400221250585e+00,4.345190445709278038e+00,1.640787803698968617e+01
6.529000000000000625e+01,3.125662847362420838e+00,4.658581111595373692e+00,1.611170736743574494e+01
6.529999999999999716e+01,3.287656535448022499e+00,4.995826273170734133e+00,1.584043710806299465e+01
6.531000000000000227e+01,3.467558560106740906e+00,5.358831902643890643e+00,1.559611570002469350e+01
6.532000000000000739e+01,3.666208595952289429e+00,5.749506434658851362e+00,1.538115527948113126e+01
6.532999999999999829e+01,3.884546561492356886e+00,6.169720457020615889e+00,1.519838160065864052e+01
6.534000000000000341e+01,4.123596998914028866e+00,6.621252987612357366e+00,1.505108768683313691e+01
6.534999999999999432e+01,4.384449038982666025e+00,7.105720825320632095e+00,1.494308988986569986e+01
6.535999999999999943e+01,4.668230570143120595e+00,7.624486961055526812e+00,1.487878414339708044e+01
6.537000000000000455e+01,4.976074958034689466e+00,8.178543590442270528e+00,1.486319895712879990e+01
6.537999999999999545e+01,5.309078379221826793e+00,8.768364987261808352e+00,1.490204003740310768e+01
6.539000000000000057e+01,5.668245564630628230e+00,9.393725538061261204e+00,1.500171925408728590e+01
6.540000000000000568e+01,6.054421534247754977e+00,1.005347884079309573e+01,1.516935795097755602e+01
6.540999999999999659e+01,6.468206808490939430e+00,1.074529526423878600e+01,1.541275131999997150e+01
6.542000000000000171e+01,6.909853697100722059e+00,1.146535818443591737e+01,1.574027684358427770e+01
6.543000000000000682e+01,7.379141724431359073e+00,1.220802378911998076e+01,1.616072595947850843e+01
6.543999999999999773e+01,7.875231222581195567e+00,1.296545645104442102e+01,1.668303471482497713e+01
6.545000000000000284e+01,8.396495819952338735e+00,1.372726173529759031e+01,1.731588725864759226e+01
6.546000000000000796e+01,8.940337200291780917e+00,1.448015237535422095e+01,1.806716709725469627e+01
6.546999999999999886e+01,9.502989309984007704e+00,1.520769867498902883e+01,1.894323718039368032e+01
6.548000000000000398e+01,1.007932425265289211e+01,1.589023234517066285e+01,1.994804359101495095e+01
6.548999999999999488e+01,1.066267831427163060e+01,1.650498873186495175e+01,2.108206135251479196e+01
6.550000000000000000e+01,1.124472341836734302e+01,1.702658164245322325e+01,2.234113621154046214e+01
6.551000000000000512e+01,1.181541578823867233e+01,1.742790037489938371e+01,2.371532245566125852e+01
6.551999999999999602e+01,1.236305800771848062e+01,1.768149175754963309e+01,2.518786905227699080e+01
6.553000000000000114e+01,1.287451073651826938e+01,1.776143379855030702e+01,2.673455415436577098e+01
6.554000000000000625e+01,1.333558349890345518e+01,1.764561967878909599e+01,2.832359484260411264e+01
6.554999999999999716e+01,1.373161813682406418e+01,1.731825877919046519e+01,2.991634478223295091e+01
6.556000000000000227e+01,1.404825315395389751e+01,1.677228608534224819e+01,3.146891966165965115e+01
6.557000000000000739e+01,1.427232442140782531e+01,1.601128645410517848e+01,3.293475304562571182e+01
6.557999999999999829e+01,1.439282308010533562e+01,1.505052507877781487e+01,3.426789905701441086e+01
6.559000000000000341e+01,1.440180336237315650e+01,1.391675994264573646e+01,3.542670369463825608e+01
6.559999999999999432e+01,1.429512074587745829e+01,1.264669926877892969e+01,3.637732210823845236e+01
6.560999999999999943e+01,1.407289125528725471e+01,1.128422248616354473e+01,3.709652154282719749e+01
6.562000000000000455e+01,1.373959710834255610e+01,9.876739667634057085e+00,3.757330845081718707e+01
6.562999999999999545e+01,1.330381626879234425e+01,8.471244075115757610e+00,3.780913748244748973e+01
6.564000000000000057e+01,1.277761179294603622e+01,7.110659005476119177e+00,3.781673935024978306e+01
6.565000000000000568e+01,1.217566698192567642e+01,5.830982828413160846e+00,3.761786181278355912e+01
6.565999999999999659e+01,1.151428288850473614e+01,4.659533283994492514e+00,3.724038261240483649e+01
6.567000000000000171e+01,1.081036068997233279e+01,3.614352305913740793e+00,3.671529233984845320e+01
6.568000000000000682e+01,1.008047509217658622e+01,2.704624860326402036e+00,3.607397076878802267e+01
6.568999999999999773e+01,9.340113860635151255e+00,1.931834348530650391e+00,3.534603580245811827e+01
6.570000000000000284e+01,8.603122296992438578e+00,1.291334312866901257e+00,3.455788251324675997e+01
6.571000000000000796e+01,7.881358257906764919e+00,7.740453062073135992e-01,3.373189290203447399e+01
6.571999999999999886e+01,7.184538315399288777e+00,3.680571459394274547e-01,3.288620681915870136e+01
6.573000000000000398e+01,6.520240648866415079e+00,6.000080141950558943e-02,3.203490344461113182e+01
6.573999999999999488e+01,5.894024386889164191e+00,-1.638703672536785672e-01,3.118844072711635462e+01
6.575000000000000000e+01,5.309626101110975327e+00,-3.168940932745328287e-01,3.035422242702754758e+01
6.576000000000000512e+01,4.769199354266916657e+00,-4.114765994965011719e-01,2.953719514647040256e+01
6.576999999999999602e+01,4.273570314190632935e+00,-4.587863811061307917e-01,2.874041106875591112e+01
6.578000000000000114e+01,3.822489800009596816e+00,-4.686130885051691397e-01,2.796552047570539656e+01
6.579000000000000625e+01,3.414868724757075480e+00,-4.493442593251958939e-01,2.721317932665674988e+01
6.579999999999999716e+01,3.048989277881923421e+00,-4.080204020468015669e-01,2.648337134145488037e+01
6.581000000000000227e+01,2.722688256459856238e+00,-3.504376668848812049e-01,2.577565232014052654e+01
6.582000000000000739e+01,2.433511821055922120e+00,-2.812754841563550046e-01,2.508932838906283180e+01
6.582999999999999829e+01,2.178842831320748186e+00,-2.042333894412607653e-01,2.442358093121221785e+01
6.584000000000000341e+01,1.956003037729818761e+00,-1.221666071658314701e-01,2.377755030138022363e+01
6.584999999999999432e+01,1.762332979356660445e+00,-3.721393707204391499e-02,2.315038888732056677e+01
6.585999999999999943e+01,1.595252636010428882e+00,4.908568846308894451e-02,2.254129221454158127e+01
6.587000000000000455e+01,1.452305839134037102e+00,1.356896785668277594e-01,2.194951494110106438e+01
6.587999999999999545e+01,1.331191256160622727e+00,2.219617237995763492e-01,2.137437692879510109e+01
6.589000000000000057e+01,1.229782494875847343e+00,3.075948402670664605e-01,2.081526318408287324e+01
6.590000000000000568e+01,1.146139572756825320e+00,3.925466871928625090e-01,2.027162034900721821e+01
6.590999999999999659e+01,1.078513690120596058e+00,4.769860787104029942e-01,1.974295156807180263e+01
6.592000000000000171e+01,1.025346952790680000e+00,5.612495075052861271e-01,1.922881092463099506e+01
6.593000000000000682e+01,9.852684198034942220e-01,6.458064881682994418e-01,1.872879818852615585e+01
6.593999999999999773e+01,9.570876093047758770e-01,7.312325762791371808e-01,1.824255430603636441e+01
6.595000000000000284e+01,9.397863828644068551e-01,8.181890014460085903e-01,1.776975785924548745e+01
6.596000000000000796e+01,9.325099445776625640e-01,9.074079527652992860e-01,1.731012259627069483e+01
6.596999999999999886e+01,9.345575349201503679e-01,9.996826627322437098e-01,1.686339606409710257e+01
6.598000000000000398e+01,9.453732680979289871e-01,1.095861543381150049e+00,1.642935934509278084e+01
6.598999999999999488e+01,9.645374529590587942e-01,1.196845731597419249e+00,1.600782789429297992e+01
6.600000000000000000e+01,9.917586486620020292e-01,1.303589495946127608e+00,1.559865348859556100e+01
6.601000000000000512e+01,1.026866634496612862e+00,1.417103042864255480e+00,1.520172732533916715e+01
6.601999999999999602e+01,1.069806415882018191e+00,1.538457334168936042e+00,1.481698434276755805e+01
6.603000000000000114e+01,1.120633343107166668e+00,1.668790589383371881e+00,1.444440887666119622e+01
6.604000000000000625e+01,1.179509383453942517e+00,1.809316194300772063e+00,1.408404181515252063e+01
6.604999999999999716e+01,1.246700558688231153e+00,1.961331770274684416e+00,1.373598946746320415e+01
6.606000000000000227e+01,1.322575536342852187e+00,2.126229175349545031e+00,1.340043442257926998e+01
6.607000000000000739e+01,1.407605342597759490e+00,2.305505206325777046e+00,1.307764874159127544e+01
6.607999999999999829e+01,1.502364144692189152e+00,2.500772747111897676e+00,1.276800990354064957e+01
6.609000000000000341e+01,1.607531029346997320e+00,2.713772058995689740e+00,1.247202000994879079e+01
6.609999999999999432e+01,1.723892678045684912e+00,2.946381826979407759e+00,1.219032884812655659e+01
6.610999999999999943e+01,1.852346807236912696e+00,3.200629455339524476e+00,1.192376151735079226e+01
6.612000000000000455e+01,1.993906198032542765e+00,3.478699934949286643e+00,1.167335143303665923e+01
6.612999999999999545e+01,2.149703081471762811e+00,3.782942371584124608e+00,1.144037963771544852e+01
6.614000000000000057e+01,2.320993566597876701e+00,4.115872951934478330e+00,1.122642145582128315e+01
6.615000000000000568e+01,2.509161692897643903e+00,4.480172712063231977e+00,1.103340161827074439e+01
6.615999999999999659e+01,2.715722548028713046e+00,4.878677937276097332e+00,1.086365903058878857e+01
6.617000000000000171e+01,2.942323706430590047e+00,5.314360334990356094e+00,1.072002233091275869e+01
6.618000000000000682e+01,3.190744002766014997e+00,5.790293253331307177e+00,1.060589723061209710e+01
6.618999999999999773e+01,3.462888342853235990e+00,6.309599139394917344e+00,1.052536627592992957e+01
6.620000000000000284e+01,3.760776859382516157e+00,6.875372121931976999e+00,1.048330100759485539e+01
6.621000000000000796e+01,4.086526226079749691e+00,7.490568062867358101e+00,1.048548537892442489e+01
6.621999999999999886e+01,4.442320340879840401e+00,8.157852688949368769e+00,1.053874752229786083e+01
6.623000000000000398e+01,4.830366872697251068e+00,8.879396597239461286e+00,1.065109427065619840e+01
6.623999999999999488e+01,5.252835349939881660e+00,9.656604250673098022e+00,1.083183892715415553e+01
6.625000000000000000e+01,5.711771592809364861e+00,1.048976294930701236e+01,1.109170727173679971e+01
6.626000000000000512e+01,6.208982443559952102e+00,1.137759785530228029e+01,1.144289934428319278e+01
6.626999999999999602e+01,6.745884090323205129e+00,1.231672151427072670e+01,1.189907490886373687e+01
6.628000000000000114e+01,7.323307078625114208e+00,1.330097247408312278e+01,1.247521875072294684e+01
6.629000000000000625e+01,7.941251772677127008e+00,1.432064959716903374e+01,1.318732878971579403e+01
6.629999999999999716e+01,8.598590155652523492e+00,1.536166896052687925e+01,1.405185723275219978e+01
6.631000000000000227e+01,9.292714219077248927e+00,1.640470133341685965e+01,1.508482620323434631e+01
6.632000000000000739e+01,1.001913869148499714e+01,1.742439172251239299e+01,1.630054045154475162e+01
6.632999999999999829e+01,1.077107736069245014e+01,1.838881742898793803e+01,1.770983960759178899e+01
6.634000000000000341e+01,1.153902822218124236e+01,1.925940144636867046e+01,1.931788193541299847e+01
6.634999999999999432e+01,1.231042262083176553e+01,1.999154970589759017e+01,2.112154143392947603e+01
6.635999999999999943e+01,1.306941513611817918e+01,2.053629908094836054e+01,2.310663562562322682e+01
6.637000000000000455e+01,1.379690927467336969e+01,2.084321410311904899e+01,2.524537366914739422e+01
6.637999999999999545e+01,1.447092119940060329e+01,2.086461810462402156e+01,2.749459065475186037e+01
6.639000000000000057e+01,1.506736976947936490e+01,2.056096862220620736e+01,2.979545109084690679e+01
6.640000000000000568e+01,1.556133690432673333e+01,1.990680805517743224e+01,3.207527650909617734e+01
6.640999999999999659e+01,1.592876435237790744e+01,1.889632351234654806e+01,3.425189848464486886e+01
6.642000000000000171e+01,1.614844962950047602e+01,1.754728361344466592e+01,3.624043521657922895e+01
6.643000000000000682e+01,1.620409844802659904e+01,1.590215519767412644e+01,3.796172128219240705e+01
6.643999999999999773e+01,1.608611827732568145e+01,1.402564484030982328e+01,3.935099195909489112e+01
6.645000000000000284e+01,1.579283234676290526e+01,1.199870767786801551e+01,4.036510200865560449e+01
6.646000000000000796e+01,1.533087268534802661e+01,9.909982646507778270e+00,4.098674229308646488e+01
6.646999999999999886e+01,1.471466169732533835e+01,7.846308361513592899e+00,4.122480732246583557e+01
6.648000000000000398e+01,1.396507178703364183e+01,5.884169810682297275e+00,4.111103256050136423e+01
